CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto
24,MT,23384,A,"11,0",0,,"2,73592","2,55633","0,10295",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"755,6359767913818",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23384.png,"QUESTÃO 159

No centro de uma praça será construída uma estátua
que ocupará um terreno quadrado com área de 9 metros
quadrados. O executor da obra percebeu que a escala do
desenho na planta baixa do projeto é de 1: 25.

Na planta baixa, a área da figura que representa esse
terreno, em centímetro quadrado, é

O 14.

o 22.

O 3600.

O 7500.

e 32400.
","801,2669086456299","919,5749759674072","55,15"
163,MT,37286,B,"12,0",0,,"3,25442","1,5772","0,1355",CINZA,PROVA CINZA,,"0,0",2020,"657,7270030975342",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/37286.png,"Questão 163 777

Uma torneira está gotejando água em um balde
com capacidade de 18 litros. No instante atual, o
balde se encontra com ocupação de 50% de sua
capacidade. A cada segundo caem 5 gotas de água
da torneira, e uma gota é formada, em média, por
5x 10?ml de água.

Quanto tempo, em hora, será necessário para encher
“completamente o balde, partindo do instante atual?

02>10
Or
O 2=10º
0110""

110
","694,6151256561279","794,3933010101318","56,78"
165,MT,88461,E,"13,0",0,,"2,26058","1,88581","0,08167",CINZA,PROVA CINZA,,,2021,"688,5735988616943",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/88461.png,"Questão 165. === enemanar

O dono de uma loja pretende usar cartões imantados
para a divulgação de sua loja. A empresa que fornecerá
o serviço lhe informa que o custo de fabricação do cartão
é de R$0,01 por centimetro quadrado e que disponibiliza
modelos tendo como faces úteis para impressão:

+ um triângulo equilátero de lado 12 cm;

+ um quadrado de lado 8 cm;

+ um retângulo de lados 11 cm e 8 cm;

+ um hexágono regular de lado 6 cm;

+ um círculo de diâmetro 10 cm.

O dono da loja está disposto a pagar, no máximo,
R$ 0,80 por cartão. Ele escolherá, dentro desse limite de
preço, o modelo que tiver maior área de impressão.

Use 3 como aproximação para T e use 1,7 como
aproximação para 3.
Nessas condições, o modelo que deverá ser escolhido
tem como face útil para impressão um
O triângulo.
O quadrado.
O retângulo.
O hexágono.
O círculo.
","745,1431751251221","888,0441188812256","54,08"
161,MT,86466,C,"14,0",0,,"2,96283","2,44795","0,21497",CINZA,PROVA CINZA,,"0,0",2022,"744,7974681854248",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86466.png,"QUESTÃO 161

Uma empresa produz e vende um tipo de chocolate,
maciço, em formato de cone circular reto com as medidas
do diâmetro da base e da altura iguais a 8 cm e 10 cm,
respectivamente, como apresenta a figura.

10 cm

Devido a um aumento de preço dos ingredientes
utilizados na produção desse chocolate, a empresa
decide produzir esse mesmo tipo de chocolate com um
volume 19% menor, no mesmo formato de cone circular
reto com altura de 10 cm.

Para isso, a empresa produzirá esses novos chocolates
com medida do raio da base, em centímetro, igual a

152
324
3,60.
648.
7,20

vo00oo
","781,0227870941162","891,625165939331","60,75"
164,MT,111628,A,"15,0",0,,"1,23644","3,86545","0,18943",Cinza,PROVA CINZA,,"0,0",2018,"886,5396976470947",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111628.png,"QUESTÃO 164

Os guindastes são fundamentais em canteiros de obras, no manejo de materiais pesados como vigas de aço.
Afigura ilustra uma sequência de estágios em que um guindaste iça uma viga de aço que se encontra inicialmente
no solo.

Cabo de aço
“A u
M O o
Estágio 1 Estágio 2 Estágio 3

Na figura, o ponto O representa a projeção ortogonal do cabo de aço sobre o plano do chão e este se mantém
na vertical durante todo o movimento de içamento da viga, que se inicia no tempo t = O (estágio 1) e finaliza no
tempo t; (estágio 3). Uma das extremidades da viga é içada verticalmente a partir do ponto O, enquanto que a outra
extremidade desliza sobre o solo em direção ao ponto O. Considere que o cabo de aço utilizado pelo guindaste
para içar a viga fique sempre na posição vertical. Na figura, o ponto M representa o ponto médio do segmento que
representa a viga.

O gráfico que descreve a distância do ponto M ao ponto O, em função do tempo, entre t= 0 et; é

Distância Distâncias
, | . PAN
a Ke
º tr Tempo º tr Tempo
Distâncias Distâncias
º º NA
dk di >— mê
Distâncias

o! To Tem
","976,8097400665284","1241,0085201263428","59,47"
151,MT,59797,D,"16,0",0,,"2,10051","1,96574","0,2059",CINZA,PROVA CINZA PPL REAPLICACAO,,,2021,"696,5868473052979",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59797.png,"Questão 151 enem
No rótulo de uma lata com 350 mL de um refrigerante,
é possível descobrir que o valor energético é de
85 kcal (quilocalorias) a cada 200 ml de refrigerante.
Por recomendação de um nutricionista, um paciente
que consumia em sua dieta 2 800 kcal por dia mudou
o hábito de consumir o conteúdo de 2 latas desse
refrigerante por dia para consumir 2 latas de suco, cujo
rótulo indicava um valor energético de 25 kcal por lata.

Em relação à sua dieta original, o consumo energético
diário do paciente diminuiu, em porcentagem, o valor
","748,4047412872314","904,2351245880128","60,3"
142,MT,49782,C,"17,0",0,,"1,08432","0,84339","0,01494",CINZA,PROVA CINZA,,"0,0",2020,"584,3513011932373",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/49782.png,"Questão 142 va7m

Para chegar à universidade, um estudante utiliza
um metrô e, depois, tem duas opções:

* seguir num ônibus, percorrendo 2,0 km;

+ alugar uma bicicleta, ao lado da estação do metrô,
“seguindo 3,0 km pela ciclovia.

O quadro fornece as velocidades médias do ônibus

e da bicicleta, em km/h, no trajeto metrô-universidade.

Dia da. Velocidade média
Semana [ônibus (km/h) | Bicicleta (km/h)

Segunda-feira 9 15
Terça-feira 20, 22
Quarta-feira 15 E
Quinta-feira 12 15
Sexta-feira 10 18
Sábado 30 16

A fim de poupar tempo no deslocamento para a
universidade, em quais dias o aluno deve seguir pela
ciclovia?

(O Às segundas, quintas e sextas-feiras.

O As terças e quintas-feiras e aos sábados.

69 Às segundas, quartas e sextas-feiras.

O Asterças, quartas e sextas-eiras.

O Às terças e quartas-feiras e aos sábados.
","710,4485034942627","1006,7145824432372","50,75"
173,MT,30574,B,"18,0",0,,"1,84956","3,07376","0,15515",Cinza,PROVA CINZA PPL REAPLICACAO,,"0,0",2019,"807,382345199585",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30574.png,"Questão 173

Um pintor cobra R$ 240,00 por dia de trabalho, que equivale a 8 horas de trabalho num dia. Quando é
“chamado para um serviço, esse pintor trabalha & horas por dia com exceção, talvez, do seu último dia nesse
serviço. Nesse último dia, caso trabalhe até 4 horas, ele cobra metade do valor de um dia de trabalho.
Caso trabalhe mais de 4 horas, cobra o valor correspondente a um dia de trabalho. Esse pintor gasta 8 horas
para pintar uma vez uma área de 40 m2. Um cliente deseja pintar as paredes de sua casa, com uma área total de
260 mê. Ele quer que essa área seja pintada o maior número possível de vezes para que a qualidade da pintura
seja a melhor possível. O orçamento desse cliente para a pintura é de R$ 4 600,00.

","870,6729412078857","1046,6043949127195","57,76"
149,MT,42959,C,"19,0",0,,"1,8075","2,52222","0,20343",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2022,"752,2170543670654",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42959.png,"QUESTÃO 149

O chocolate é um dos alimentos mais apreciados
e desejados do mundo. Uma loja especializada nesse
produto oferece uma promoção para os bombons, que
custam R$ 2,00 cada. Cada Cliente tem x% de desconto
na compra de x bombons. A promoção é válida para a
compra de até 40 bombons, ou seja, 40% é o desconto
máximo possível. Queremos escrever uma expressão
para V em função de x, com x <40

Qual é a expressão do valor V, em reais, na compra de x
bombons da promoção, por cliente?

o

o

","812,6847743988037","993,720769882202","60,17"
151,MT,88028,E,"20,0",0,,"2,31216","0,44069","0,18915",CINZA,PROVA CINZA,,"0,0",2020,"544,0752506256104",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/88028.png,"Questão 151 7777

A exposição a barulhos excessivos, como os que
percebemos em geral em trânsitos intensos, casas
notumas e espetáculos musicais, podem provocar
insônia, estresse, infarto, perda de audição, entre outras
enfermidades. De acordo com a Organização Mundial
da Saúde, todo e qualquer som que ultrapasse os 55
decibéis (unidade de intensidade do som) já pode ser
considerado nocivo para a saúde. O gráfico foi elaborado
a partir da medição do ruído produzido, durante um dia,
em um canteiro de obras.

Hora

Desa: emseiencono comb. eme em 12 ago. 2020 (tin

Nesse dia, durante quantas horas o ruído esteve acima
de 55 decibéis?

os
os
er,
on
es
","592,3597812652588","733,6347103118896","59,46"
30,MT,40717,D,"21,0",0,,"1,92882","2,59593","0,26714",CINZA,PROVA CINZA,,"0,0",2017,"759,6008777618408",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/40717.png,"QUESTÃO 165

Viveiros de lagostas são construídos, por
cooperativas locais de pescadores, em formato de
prismas reto-retangulares, fixados ao solo e com telas
flexíveis de mesma altura, capazes de suportar a
corrosão marinha. Para cada viveiro a ser construído,
a cooperativa utiliza integralmente 100 metros lineares
dessa tela, que é usada apenas nas laterais

-+— Nível do mar

7
Y

/

E X—+
Quais devem ser os valores de X e de Y, em metro, para
que a área da base do viveiro seja máxima?

O 1e4
O 1e9
O 10e10
O 25e25
O 50e50
","810,3983402252197","981,5232753753662","63,36"
42,MT,42244,C,"22,0",0,,"1,85035","2,98633","0,21663",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"798,6299991607666",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42244.png,"QUESTÃO 177

Nas informações veiculadas nos órgãos de
comunicação quando da ocorrência de um terremoto,
faz-se referência à magnitude (M), que se refere a
quantos graus o fenômeno atingiu na escala Richter.
Essa medida quantifica a energia liberada no epicentro
do terremoto, e em seu cálculo utilizam-se como
parâmetros as medidas da amplitude sísmica (A),
em micrômetro, e da frequência (f), em hertz. Esses
parâmetros são medidos por aparelhos especiais
chamados sismógrafos, e relacionam-se segundo a
função M = log (A x f) + 3,3. Pela magnitude do terremoto
na escala Richter, pode-se estimar seus efeitos de acordo
com o quadro, onde não estão considerados terremotos
de magnitudes superiores a 7,9.

Magnitude Efeitos do terremoto segundo
(Grau) a escala Ricther
M <38 Registrado (pelos aparelhos), mas não

perceptível pelas pessoas.
Percebido, com pequenos tremores

35<M<5,4
notados pelas pessoas.
Destrutivo, com consequências
54<M<6,0 |significativas em edificações pouco
estruturadas.
Destrutivo, com consequências
60<M<6, |significativas para todo tipo de
edificação.

Destrutivo, retiram os edifícios de suas
fundações, causam fendas no solo e
danificam as tubulações contidas no
subsolo.

69<M<7,9

Um terremoto teve sua amplitude e frequências
medidas e obteve-se A = 1 000 micrômetros e f = 0,2 hertz.
Use -0,7 como aproximação para log (0,2).

Disponível em: ww mundoducacao.com br. Acesso em: 11 jul. 2012 (adaptado)
Considerando o quadro apresentado, e analisando o
resultado da expressão que fornece a magnitude desse
terremoto, conclui-se que ele foi
OQ registrado, mas não percebido pelas pessoas.

O percebido, com pequenos tremores notados pelas
pessoas.

destrutivo, com consequências significativas em
edificações pouco estruturadas.

destrutivo, com consequências significativas para
todo tipo de edificação.

destrutivo, com consequências nas fundações dos
edifícios, fendas no solo e tubulações no subsolo.

v o o
","856,4870357513428","1033,624887466431","60,83"
33,MT,31337,C,"23,0",0,,"2,79462","1,74029","0,0822",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"674,030065536499",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/31337.png,"QUESTÃO 168

Os consumidores X, Y e Z desejam trocar seus planos
de internet móvel na tentativa de obterem um serviço de
melhor qualidade. Após pesquisarem, escolheram uma
operadora que oferece cinco planos para diferentes
perfis, conforme apresentado no quadro.

Plano | Franquia [da assinatura) excedente
A 150 MB R$ 29,90 R$0,40
B 250 MB R$ 34,90 R$0,10
c 500 MB R$ 59,90 R$0,10
D 2cB R$ 89,90 R$0,10
E 5GB R$ 119,90 R$0,10

Dado: 1 GB = 1024 MB

Em cada plano, o consumidor paga um valor fixo
(preço mensal da assinatura) pela franquia contratada
e um valor variável, que depende da quantidade de MB
utilizado além da franquia. Considere que a velocidade
máxima de acesso seja a mesma, independentemente do
plano, que os consumos mensais de X, Y e Z são de
190 MB, 450 MB e 890 MB, respectivamente, e que cada
um deles escolherá apenas um plano.

Com base nos dados do quadro, as escolhas dos planos
com menores custos para os consumidores X, Y e Z,
respectivamente, são

O ACec.
O ABeD.
O BBeD.
O BCec.
e BCeD.
","719,7563648223877","835,3536128997803","54,11"
156,MT,111516,C,"24,0",0,,"1,82335","1,38103","0,13879",CINZA,PROVA CINZA,,"0,0",2022,"638,1051540374756",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111516.png,"QUESTÃO 156

Uma loja de roupas fixou uma meta de vendas de
TT 000 reais para um determinado mês de 30 dias
O gráfico mostra o volume de vendas dessa loja, em real,
nos dez primeiros dias do mês e entre o dia dez e o dia
vinte desse mês, nos seus dois únicos setores (infantil e
adulto). Suponha que a variação no volume de vendas,
para o período registrado, tenha se dado de forma linear,
como mostrado no gráfico, e que essa tendência se
mantenha a mesma para os próximos dez dias.

18 000

Adulto

15 000

r T 1
10 20 30

Ao final do trigésimo dia, quanto faltará no volume de vendas,
emreal, para que a meta fixada para o mês seja alcançada?
5000

7000

11,000

18000

29000

vovo
","703,6821842193604","881,8333148956299","56,94"
153,MT,15171,D,"25,0",0,,"1,98101","1,698","0,088",Cinza,PROVA CINZA PPL REAPLICACAO,,"0,0",2019,"669,8005199432373",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/15171.png,"Questão 153

Considere que a safra nacional de cereais,
leguminosas e oleaginosas, em 2012, aponte uma
participação por região conforme indicado no gráfico.
Em valores absolutos, essas estimativas indicam que
as duas regiões maiores produtoras deveriam produzir
juntas um total de 119,8 milhões de toneladas em 2012.

Sudeste

De acordo com esses dados, a produção estimada,
em milhão de tonelada, de cereais, leguminosas e
oleaginosas, em 2012, na Região Sudeste do país,
foi um valor mais aproximado de.

on

o 36.

e 157.

o 181

e 36.
","733,8969707489014","897,0587253570557","54,4"
177,MT,86803,D,"26,0",0,,"2,04724","1,08171","0,1794",CINZA,PROVA CINZA,,"0,0",2020,"608,1717014312744",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86803.png,"a
O gerente de uma loja de cosméticos colocou à venda
cinco diferentes tipos de perfume, tendo em estoque na
loja as mesmas quantidades de cada um deles. O setor
de controle de estoque encaminhou ao gerente registros
gráficos descrevendo os preços unitários de cada
perfume, em real, e a quantidade vendida de cada um
deles, em percentual, ocorrida no mês de novembro.

Preço do perfume por u

cada perfume
Pertume
tam
pestime Pertumo
dure to

Perfume IV
29%

Dados a chegada do final de ano e o aumento das
vendas, a gerência pretende aumentar a quantidade
estocada do perfume do tipo que gerou a maior
arrecadação em espécie, em real, no mês de novembro.
Nessas condições, qual o tipo de perfume que deverá ter
maior reposição no estoque?
","663,4824275970459","822,8604793548584","58,97"
167,MT,111487,D,"27,0",0,,"3,53913","1,54995","0,19735",Cinza,PROVA CINZA,,"0,0",2018,"654,9994945526123",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111487.png,"QUESTÃO 167

De acordo com um relatório recente da Agência
Internacional de Energia (AIE), o mercado de veículos
elétricos atingiu um novo marco em 2016, quando foram
vendidos mais de 750 mil automóveis da categoria.
Com isso, o total de carros elétricos vendidos no mundo
alcançou a marca de 2 milhões de unidades desde que
os primeiros modelos começaram a ser comercializados.
em 2011

No Brasil, a expansão das vendas também se verifica.
A marca A, por exemplo, expandiu suas vendas no ano de
2016, superando em 360 unidades as vendas de 2015,
conforme representado no gráfico.

«bbb 66
2015 p= o.
2014 p=

A média anual do número de carros vendidos pela
marca A, nos anos representados no gráfico, foi de

Nº de carros
Dipenivlam: mnocmundo com be Aee em dz 2097

192.

0000
Ê
","686,1608028411865","778,550386428833","59,87"
148,MT,59925,C,"28,0",0,,"1,41349","2,47483","0,26937",CINZA,PROVA CINZA,,,2021,"747,4892139434814",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59925.png,"Questão 148 enemaror

Em um estudo realizado pelo IBGE em quatro
estados e no Distrito Federal, com mais de 5 mil pessoas
com 10 anos ou mais, observou-se que a leitura ocupa,
em média, apenas seis minutos do dia de cada pessoa
Na faixa de idade de 10 a 24 anos, a média diária é de
três minutos. No entanto, no grupo de idades entre
24 e 60 anos, o tempo médio diário dedicado à
leitura é de 5 minutos. Entre os mais velhos, com
60 anos ou mais, a média é de 12 minutos.

A quantidade de pessoas entrevistadas de cada faixa
de idade seguiu a distribuição percentual descrita no
quadro.

Faixaetária | Percentual de entrevistados,
De 10 a 24 anos. x
Entre 24 e 60 anos, y
A partir de 60 anos x

Deo em was geRo com Aeee TE o STR]
Os valores de x e y do quadro são, respectivamente, iguais a
10680.
10890.
20660.
20680,
25850.

0000
","816,5137767791748","1050,1067638397217","63,47"
27,MT,41047,B,"29,0",0,,"2,06629","3,8013","0,12848",CINZA,PROVA CINZA,,"0,0",2017,"880,1214694976807",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41047.png,"QUESTÃO 162 ——————————————————

Três alunos, X, Y e Z, estão matriculados em um curso
de inglês. Para avaliar esses alunos, o professor optou por
fazer cinco provas. Para que seja aprovado nesse curso,
o aluno deverá ter a média aritmética das notas das cinco
provas maior ou igual a 6. Na tabela, estão dispostas as
notas que cada aluno tirou em cada prova.

asma | E z» a a s
Prova | Prova | Prova | Prova | Prova

x 5 5 5 10 6

Y 4 9 3 9 5

Zz 5 5 8 5 6

Com base nos dados da tabela e nas informações dadas,
ficará(ão) reprovado(s)

apenas o aluno Y.

apenas o aluno Z

apenas os alunos X e Y.

apenas os alunos X e Z.

osalunosX, Ye Z.

voos
","938,7485980987548","1095,787763595581","56,42"
