CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto
146,MT,25285,C,"5,0",0,,"1,78123","1,4705","0,17889",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"647,0386981964111",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/25285.png,"QUESTÃO 146
Uma pessoa comercializa picolés. No segundo dia de

certo evento ela comprou 4 caixas de picolés, pagando

R$ 16,00 a caixa com 20 picolés para revendê-los no

evento. No dia anterior, ela havia comprado a mesma

quantidade de picolés, pagando a mesma quantia, e

obtendo um lucro de R$ 40,00 (obtido exclusivamente

pela diferença entre o valor de venda e o de compra dos

picolés) com a venda de todos os picolés que possuía.
Pesquisando o perfil do público que estará presente

no evento, a pessoa avalia que será possível obter um

lucro 20% maior do que o obtido com a venda no primeiro

dia do evento.

Para atingir seu objetivo, e supondo que todos os picolés

disponíveis foram vendidos no segundo dia, o valor de

venda de cada picolé, no segundo dia, deve ser

O R$056

O R$ 1,00

O R$1,40

O R$150

O R$1,5.

","710,6678485870361","893,8353061676025","58,94"
147,MT,40660,A,"2,0",0,,"1,35187","2,42336","0,15877",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"742,3417568206787",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/40660.png,"QUESTÃO 147

O tênis é um esporte em que a estratégia de jogo a ser
adotada depende, entre outros fatores, de o adversário
Ser canhoto ou destro.

Um clube tem um grupo de 10 tenistas, sendo
que 4 são canhotos e 6 são destros. O técnico do clube
deseja realizar uma partida de exibição entre dois desses
jogadores, porém, não poderão ser ambos canhotos.
Qual 0 número de possibilidades de escolha dos tenistas.
para a partida de exibição?

1a! a
2x8 2x2
101 4
sa

1a!
axe

[D) Sra
","828,5181522369385","1069,3137645721436","57,94"
148,MT,16644,D,"1,0",0,,"1,50889","1,52149","0,16712",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"652,1623134613037",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/16644.png,"QUESTÃO 148

O ábaco é um antigo instrumento de cálculo que usa
notação posicional de base dez para representar números.
naturais. Ele pode ser apresentado em vários modelos,
um deles é formado por hastes apoiadas em uma base.
Cada haste corresponde a uma posição no sistema
decimal e nelas são colocadas argolas; a quantidade de
argolas na haste representa o algarismo daquela posição.
Em geral, colocam-se adesivos abaixo das hastes com
os símbolos U, D, C, M, DM e CM que correspondem,
respectivamente, “a” unidades, dezenas, centenas,
unidades de milhar, dezenas de milhar e centenas de
milhar, sempre começando com a unidade na haste da
direita e as demais ordens do número no sistema decimal
nas hastes subsequentes (da direita para esquerda),
até a haste que se encontra mais à esquerda

Entretanto, no ábaco da figura, os adesivos não
seguiram a disposição usual

Nessa disposição, o número que está representado na
figura é

O 4617

O 147016

O 171064

O 460171

e 610741
","728,49440574646","944,4324970245361","58,36"
149,MT,42706,C,"26,0",0,,"1,64539","1,89258","0,19287",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"689,2483234405518",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42706.png,"QUESTÃO 149 mummmimaoooooooooooooooeo

Para uma feira de ciências, dois projéteis de
foguetes, A e B, estão sendo construídos para serem
lançados. O planejamento é que eles sejam lançados
juntos, com o objetivo de O projétil B interceptar o A
quando esse alcançar sua altura máxima. Para que isso
aconteça, um dos projéteis descreverá uma trajetória
parabólica, enquanto o outro irá descrever uma trajetória
supostamente retiinea. O gráfico mostra as alturas
alcançadas por esses projéteis em função do tempo, nas
simulações realizadas.

Com base nessas simulações, observou-se que a
trajetória do projétil B deveria ser alterada para que o
objetivo fosse alcançado.

Para alcançar o objetivo, o coeficiente angular da reta que
representa a trajetória de B deverá
diminuir em 2 unidades.

diminuir em 4 unidades.
aumentar em 2 unidades.
aumentar em 4 unidades.
aumentar em 8 unidades.

00000
","756,7446231842041","955,3616046905518","59,64"
150,MT,24747,B,"15,0",0,,"1,03364","2,43323","0,16635",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"743,3335781097412",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/24747.png,"QUESTAO 150
Para a construção de isolamento acústico numa
parede cuja área mede 9 mº, sabe-se que, se a fonte
sonora estiver a 3 m do plano da parede, o custo é
de R$ 500,00. Nesse tipo de isolamento, a espessura
do material que reveste a parede é inversamente
proporcional ao quadrado da distância até a fonte
Sonora, e o custo É diretamente proporcional ao volume.
do material do revestimento.
Uma expressão que fornece o custo para revestir
uma parede de área A (em metro quadrado), situada
a D metros da fonte sonora, é

500- 81
A-D?
500-A
p
500: Dº
A
500: A: Dê
E
500-3-D?
A

","854,8872470855713","1170,08376121521","58,32"
151,MT,96774,A,"25,0",0,,"1,82869","1,82931","0,18734",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"682,9397678375244",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/96774.png,"QUESTÃO 151 rimam

A fim de acompanhar o crescimento de crianças,
foram criadas pela Organização Mundial da Saúde
(OMS) tabelas de altura, também adotadas pelo
Ministério da Saúde do Brasil. Além de informar os
dados referentes ao índice de crescimento, a tabela
traz gráficos com curvas, apresentando padrões de
crescimento estipulados pela OMS.

O gráfico apresenta o crescimento de meninas,
cuja análise se dá pelo ponto de intersecção entre o
“comprimento, em centímetro, e a idade, em mês completo
e ano, da criança.

120

ns

É no
É o
5
É os as
É
nar 4 aco 3 area

Hade fnês com peto e ano)
ope em va procura com Aco em 22 cut 2015 (pio
Uma menina aos 3 anos de idade tinha altura de
85 centímetros e aos 4 anos e 4 meses sua altura chegou
a um valor que corresponde a um ponto exatamente
sobre a curva p5o.
Qual foi o aumento percentual da altura dessa menina,
descrito com uma casa decimal, no período considerado?
23,5%
21,2%
19,0%
11,8%
10,0%

","744,1489696502686","922,738790512085","59,37"
152,MT,60291,C,"28,0",0,,"1,63497","3,74711","0,20983",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"874,7069835662842",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/60291.png,"QUESTÃO 152 rm

Um adolescente vai a um parque de diversões
tendo, prioritariamente, o desejo de ir a um brinquedo
que se encontra na área Iv, dentre as áreas 1, 1, I, IV
e V existentes. O esquema ilustra o mapa do parque,
com a localização da entrada, das cinco áreas com os
brinquedos disponíveis e dos possíveis caminhos para se
chegara cada área. O adolescente não tem conhecimento
do mapa do parque e decide ir caminhando da entrada

até chegar à área IV.

antada

Suponha que relativamente a cada ramificação,
as opções existentes de percurso pelos. caminhos
apresentem iguais probabilidades de escolha, que a
caminhada foi feita escolhendo ao acaso os caminhos
existentes e que, ao tomar um caminho que chegue a
uma área distinta da IV, o adolescente necessariamente
passa por ela ou retoma

Nessas condições, a probabilidade de ele chegar à área
IV sem passar por outras áreas e sem retornar é igual a

E]

o

o o
Elo =- elfo e|- s|-

o

","940,894365310669","1141,1945819854736","60,49"
153,MT,45081,D,"28,0",0,,"1,11894","0,27904","0,19659",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"527,9057025909424",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/45081.png,"QUESTÃO 153

Em uma cidade, o número de casos de dengue
confirmados aumentou consideravelmente nos últimos
dias. A prefeitura resolveu desenvolver uma ação
contratando funcionários para ajudar no combate à
doença, os quais orientarão os moradores a eliminarem
criadouros do mosquito Aedes aegypti, transmissor da
dengue. A tabela apresenta o número atual de casos
confirmados, por região da cidade.

Região Casos confirmados.
Oeste 237
Centro 262
Norte 158
Sul 159
Noroeste 160
Leste 278
Centro-Oeste 300]
Centro-Sul 278

A prefeitura optou pela seguinte distribuição dos

funcionários a serem contratados:

110 funcionários para cada região da cidade cujo
número de casos seja maior que a média dos
casos confirmados.

IL 7 funcionários para cada região da cidade cujo
número de casos seja menor ou igual à média dos
casos confirmados.

Quantos funcionários a prefeitura deverá contratar para
efetivar a ação?

os

oe

o e

o7

e s
","626,5943050384521","918,7881946563721","59,83"
154,MT,42955,B,"13,0",0,,"1,78999","0,80312","0,19843",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"580,3077220916748",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42955.png,"QUESTÃO 154
Cinco marcas de pão integral apresentam as

seguintes concentrações de fibras (massa de fibra por
massa de pão);

* Marca A: 29 de fibras a cada 50 g de pão;
* Marca B:5 g de fibras a cada 40 g de pão;
* Marca C: 5 g de fibras a cada 100 g de pão;
* Marca D: 6 g de fibras a cada 90 g de pão;
* Marca E: 7 g de fibras a cada 70 g de pão.

Recomenda-se a ingestão do pão que possui a maior
concentração de fibras.
spo em: war lg saude go, Aceso em: 25 e. 2013

A marca a ser escolhida é

0000
moo mp»
","641,834020614624","824,5270252227783","59,92"
155,MT,32221,C,"6,0",0,,"0,94342","-0,40779","0,19983",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"459,2125415802002",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/32221.png,"QUESTÃO 155

Os alunos de uma escola utiizaram caderas iguais às
da figura para uma aula do ar ie A professora, so final
da aula, solicitou que os alunos fechassem as cadeiras
paraguardá-las. Dopois de guardadas, os alunos foram
úm esboço da vista lateral da cadeira fechada

Qual é o esboço obtido pelos alunos?

- dr Ur dr ar
","575,7014751434326","922,3930835723877","59,99"
156,MT,59795,E,"16,0",0,,"2,1306","1,96996","0,09445",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"696,9897747039795",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59795.png,"QUESTÃO 156 trio
Para garantir a segurança de um grande evento

público que terá início às 4 h da tarde, um organizador

precisa monitorar a quantidade de pessoas presentes em

cada instante. Para cada 2 000 pessoas se faz necessária

a presença de um policial. Além disso, estima-se uma

densidade de quatro pessoas por metro quadrado de área

de terreno ocupado. Às 10 h da manhá, o organizador

verifica que a área de terreno já ocupada equivale a um

quadrado com lados medindo 500 m. Porém, nas horas

seguintes, espera-se que o público aumente a uma taxa

de 120 000 pessoas por hora até o início do evento,

quando não será mais permitida a entrada de público.

Quantos policiais serão necessários no início do evento

para garantir a segurança?

o 3

o 485

e 5%

o 74

e sc
","756,1652660369873","907,9616069793701","54,72"
157,MT,37515,E,"27,0",0,,"2,78017","0,90583","0,12599",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"590,5835628509521",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/37515.png,"QUESTÃO 157

A permanência de um gerente em uma empresa está
condicionada à sua produção no semestre. Essa produção
é avaliada pela média do lucro mensal do semestre. Se a
média for, no mínimo, de 30 mil reais, o gerente permanece
no cargo, caso contrário, ele será despedido. O quadro
mostra o lucro mensal, em milhares de reais, dessa
empresa, de janeiro a maio do ano em curso.

Janeiro [Fevereiro[ Março | Abril | Maio
2” 35 2” 30 38

Qual deve ser o lucro mínimo da empresa no mês de
junho, em milhares de reais, para o gerente continuar no
cargo no próximo semestre?

oz

02

e 3

031

03

","634,2833042144775","750,9677410125732","56,3"
158,MT,83234,A,"24,0",0,,"0,98951","1,93987","0,07908",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"693,9690113067627",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/83234.png,"QUESTÃO 158 jin romeo

Um dos grandes desafios do Brasil é o gerenciamento
dos seus recursos naturais, sobretudo Os recursos
hídricos. Existe uma demanda crescente por água e o
risco de racionamento não pode ser descartado. O nível
de água de um reservatório foi monitorado por um período,
sendo o resultado mostrado no gráfico. Suponha que essa
tendência linear observada no monitoramento se prolongue
pelos próximos meses.

níveldo masrvatórt

Porcentagem com relação
à capacidade máxima

Nas condições dadas, qual o tempo mínimo, após o sexto
mês, para que o reservatório atinja o nível zero de sua
capacidade?

2 meses e meio.

3 meses e meio.

1.mês e meio.

4 meses,

1 mês.

0000
","823,566198348999","1149,956464767456","53,95"
159,MT,83152,B,"30,0",0,,"2,16875","2,57525","0,18866",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"757,5170993804932",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/83152.png,"QUESTÃO 159
Um posto de saúde registrou a quantidade de vacinas
aplicadas contra febre amarela nos últimos cinco meses:
+ temês:21;
* 2emês: 22;
* 3ºmês: 25;
* 4ºmês:31;
* 5ºmês:21

No início do primeiro mês, esse posto de saúíde tinha
228 vacinas contra febre amarela em estoque. A política de.
reposição do estoque prevê a aquisição de novas vacinas,
no início do sexto mês, de tal forma que a quantidade inicial
em estoque para os próximos meses seja iguala 12 vezes a
média das quantidades mensais dessas vacinas aplicadas
nos últimos cinco meses.

Para atender essas condições, a quantidade de vacinas
contra febre amarela que 0 posto de saúde deve adquirir
no início do sexto mês é

O 156

O 180.

o 192

O 264

O 288.
","809,0441226959229","959,6555233001709","59,43"
160,MT,10052,D,"21,0",0,,"0,86661","3,92011","0,186",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"892,0114040374756",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/10052.png,"QUESTÃO 160
Urma liga metálica sai do forno a uma temperatura de
3000 *C e diminui 1% de sua temperatura a cada 30 min.

Use 0,477 como aproximação para log (3) € 1.041
como aproximação para log, (11)

O tempo decorrido, em hora, até que a liga atinja 30 “C é
mais próximo de

22.
50

100.
200,
400,

0000
","1021,4440822601318","1398,2384204864502","59,3"
161,MT,32969,D,"8,0",0,,"1,98636","2,03775","0,14588",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"703,7656307220459",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/32969.png,"QUESTÃO 161 irmao
Um petroleiro possui reservatório em formato de um
paralelepípedo retangular com as dimensões dadas por
60 m x 10 m de base e 10 m de altura. Com o objetivo de
minimizar o impacto ambiental de um eventual vazamento,
esse reservatório é subdividido em três compartimentos,
A, Be C, de mesmo volume, por duas placas de aço
retangulares com dimensões de 7 m de altura e 10 m de
base, de modo que os compartimentos são interligados,
conforme a figura. Assim, caso haja rompimento no casco
do reservatório, apenas uma parte de sua carga vazará

10m

1om

om

“Suponha que ocorra um desastre quando o petroleiro
se encontra com sua carga máxima: ele sofre um acidente
que ocasiona um furo no fundo do compartimento C.

Para fins de cálculo, considere desprezíveis as
espessuras das placas divisórias.

Após o fim do vazamento, o volume de petróleo derramado
terá sido de

O 14x10mº
O 18x10mº
O 20x10:m
O 32x10:mº
O 60x 10:m:
","763,4298801422119","927,0827770233154","57,29"
162,MT,53278,A,"26,0",0,,"1,8996","2,1059","0,1077",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"710,5772495269775",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/53278.png,"QUESTÃO 162
O cultivo de uma for rara só é viável se do mês do plantio para o mês subsequente o dima da região possuir as.
seguintes peculiaridades:

* avariação do nível de chuvas (pluviosidade), nesses meses, não for superior a 50 mm;
+ temperatura mínima, nesses meses, for superior a 15 “C;
* ocorrer, nesse período, um leve aumento não superior a 5 *C na temperatura máxima

Um floricultor, pretendendo investir no plantio dessa flor em sua região, fez uma consulta a um meteorologista que
lhe apresentou o gráfico com as condições previstas para os 12 meses seguintes nessa região.

, 2012 Ê 2013 |

k T )
250 -— as

200

E O qu pro
RT AR]

Tempemtua (C)

Plvbstiade (nm)

Pevernio E é
Maço E——a
aca
masa

EB Pinvboiiaas  —4— Tempemtuaméxia mg Tempemtnaníia

Com base nas informações do gráfico, o floricultor verificou que poderia plantar essa for rara.

O mês escolhido para o plantio foi
O janeiro.

O fevereiro.

O agosto.

O novembro.

O dezembro.
","775,956392288208","946,4256763458252","55,38"
